X - coordinate,Y - coordinate,Time,,,
0.012377902,0.012372902,0,,,
0.024759335,0.024739335,0.001,,,
0.037144294,0.037099294,0.002,,33.74608648,9.373639543
0.049532776,0.049452776,0.003,,,
0.061924778,0.061799778,0.004,,,
0.074320296,0.074140296,0.005,,,
0.086719326,0.086474326,0.006,,,
0.099121866,0.098801866,0.007,,,
0.111527911,0.111122911,0.008,,,
0.123937458,0.123437458,0.009,,,
0.136350503,0.135745503,0.01,,,
0.148767043,0.148047043,0.011,,,
0.161187075,0.160342075,0.012,,,
0.173610594,0.172630594,0.013,,,
0.186037598,0.184912598,0.014,,,
0.198468082,0.197188082,0.015,,,
0.210902044,0.209457044,0.016,,,
0.223339479,0.221719479,0.017,,,
0.235780384,0.233975384,0.018,,,
0.248224756,0.246224756,0.019,,,
0.260672591,0.258467591,0.02,,,
0.273123886,0.270703886,0.021,,,
0.285578636,0.282933636,0.022,,,
0.298036839,0.295156839,0.023,,,
0.310498491,0.307373491,0.024,,,
0.322963588,0.319583588,0.025,,,
0.335432127,0.331787127,0.026,,,
0.347904105,0.343984105,0.027,,,
0.360379517,0.356174517,0.028,,,
0.37285836,0.36835836,0.029,,,
0.385340631,0.380535631,0.03,,,
0.397826327,0.392706327,0.031,,,
0.410315443,0.404870443,0.032,,,
0.422807976,0.417027976,0.033,,,
0.435303922,0.429178922,0.034,,,
0.447803279,0.441323279,0.035,,,
0.460306042,0.453461042,0.036,,,
0.472812208,0.465592208,0.037,,,
0.485321773,0.477716773,0.038,,,
0.497834734,0.489834734,0.039,,,
0.510351088,0.501946088,0.04,,,
0.522870831,0.514050831,0.041,,,
0.535393958,0.526148958,0.042,,,
0.547920468,0.538240468,0.043,,,
0.560450355,0.550325355,0.044,,,
0.572983618,0.562403618,0.045,,,
0.585520251,0.574475251,0.046,,,
0.598060252,0.586540252,0.047,,,
0.610603617,0.598598617,0.048,,,
0.623150343,0.610650343,0.049,,,
0.635700426,0.622695426,0.05,,,
0.648253862,0.634733862,0.051,,,
0.660810648,0.646765648,0.052,,,
0.67337078,0.65879078,0.053,,,
0.685934256,0.670809256,0.054,,,
0.69850107,0.68282107,0.055,,,
0.71107122,0.69482622,0.056,,,
0.723644703,0.706824703,0.057,,,
0.736221514,0.718816514,0.058,,,
0.748801651,0.730801651,0.059,,,
0.761385109,0.742780109,0.06,,,
0.773971885,0.754751885,0.061,,,
0.786561976,0.766716976,0.062,,,
0.799155378,0.778675378,0.063,,,
0.811752087,0.790627087,0.064,,,
0.8243521,0.8025721,0.065,,,
0.836955414,0.814510414,0.066,,,
0.849562024,0.826442024,0.067,,,
0.862171928,0.838366928,0.068,,,
0.874785122,0.850285122,0.069,,,
0.887401602,0.862196602,0.07,,,
0.900021364,0.874101364,0.071,,,
0.912644406,0.885999406,0.072,,,
0.925270724,0.897890724,0.073,,,
0.937900314,0.909775314,0.074,,,
0.950533172,0.921653172,0.075,,,
0.963169295,0.933524295,0.076,,,
0.97580868,0.94538868,0.077,,,
0.988451323,0.957246323,0.078,,,
1.001097221,0.969097221,0.079,,,
1.013746369,0.980941369,0.08,,,
1.026398765,0.992778765,0.081,,,
1.039054404,1.004609404,0.082,,,
1.051713284,1.016433284,0.083,,,
1.064375401,1.028250401,0.084,,,
1.077040751,1.040060751,0.085,,,
1.08970933,1.05186433,0.086,,,
1.102381136,1.063661136,0.087,,,
1.115056164,1.075451164,0.088,,,
1.127734412,1.087234412,0.089,,,
1.140415875,1.099010875,0.09,,,
1.15310055,1.11078055,0.091,,,
1.165788434,1.122543434,0.092,,,
1.178479522,1.134299522,0.093,,,
1.191173812,1.146048812,0.094,,,
1.2038713,1.1577913,0.095,,,
1.216571982,1.169526982,0.096,,,
1.229275855,1.181255855,0.097,,,
1.241982916,1.192977916,0.098,,,
1.25469316,1.20469316,0.099,,,
1.267406584,1.216401584,0.1,,,
1.280123185,1.228103185,0.101,,,
1.292842959,1.239797959,0.102,,,
1.305565903,1.251485903,0.103,,,
1.318292013,1.263167013,0.104,,,
1.331021285,1.274841285,0.105,,,
1.343753717,1.286508717,0.106,,,
1.356489303,1.298169303,0.107,,,
1.369228042,1.309823042,0.108,,,
1.381969929,1.321469929,0.109,,,
1.394714961,1.333109961,0.11,,,
1.407463134,1.344743134,0.111,,,
1.420214446,1.356369446,0.112,,,
1.432968891,1.367988891,0.113,,,
1.445726467,1.379601467,0.114,,,
1.45848717,1.39120717,0.115,,,
1.471250997,1.402805997,0.116,,,
1.484017944,1.414397944,0.117,,,
1.496788008,1.425983008,0.118,,,
1.509561184,1.437561184,0.119,,,
1.52233747,1.44913247,0.12,,,
1.535116862,1.460696862,0.121,,,
1.547899357,1.472254357,0.122,,,
1.56068495,1.48380495,0.123,,,
1.573473639,1.495348639,0.124,,,
1.58626542,1.50688542,0.125,,,
1.599060289,1.518415289,0.126,,,
1.611858242,1.529938242,0.127,,,
1.624659277,1.541454277,0.128,,,
1.63746339,1.55296339,0.129,,,
1.650270576,1.564465576,0.13,,,
1.663080833,1.575960833,0.131,,,
1.675894158,1.587449158,0.132,,,
1.688710546,1.598930546,0.133,,,
1.701529994,1.610404994,0.134,,,
1.714352498,1.621872498,0.135,,,
1.727178055,1.633333055,0.136,,,
1.740006662,1.644786662,0.137,,,
1.752838315,1.656233315,0.138,,,
1.765673009,1.667673009,0.139,,,
1.778510743,1.679105743,0.14,,,
1.791351512,1.690531512,0.141,,,
1.804195313,1.701950313,0.142,,,
1.817042142,1.713362142,0.143,,,
1.829891995,1.724766995,0.144,,,
1.84274487,1.73616487,0.145,,,
1.855600762,1.747555762,0.146,,,
1.868459668,1.758939668,0.147,,,
1.881321585,1.770316585,0.148,,,
1.894186509,1.781686509,0.149,,,
1.907054436,1.793049436,0.15,,,
1.919925363,1.804405363,0.151,,,
1.932799286,1.815754286,0.152,,,
1.945676202,1.827096202,0.153,,,
1.958556108,1.838431108,0.154,,,
1.971438999,1.849758999,0.155,,,
1.984324873,1.861079873,0.156,,,
1.997213725,1.872393725,0.157,,,
2.010105552,1.883700552,0.158,,,
2.023000351,1.895000351,0.159,,,
2.035898118,1.906293118,0.16,,,
2.04879885,1.91757885,0.161,,,
2.061702542,1.928857542,0.162,,,
2.074609193,1.940129193,0.163,,,
2.087518797,1.951393797,0.164,,,
2.100431351,1.962651351,0.165,,,
2.113346852,1.973901852,0.166,,,
2.126265297,1.985145297,0.167,,,
2.139186681,1.996381681,0.168,,,
2.152111002,2.007611002,0.169,,,
2.165038255,2.018833255,0.17,,,
2.177968438,2.030048438,0.171,,,
2.190901546,2.041256546,0.172,,,
2.203837577,2.052457577,0.173,,,
2.216776525,2.063651525,0.174,,,
2.229718389,2.074838389,0.175,,,
2.242663165,2.086018165,0.176,,,
2.255610848,2.097190848,0.177,,,
2.268561436,2.108356436,0.178,,,
2.281514925,2.119514925,0.179,,,
2.294471311,2.130666311,0.18,,,
2.307430591,2.141810591,0.181,,,
2.320392762,2.152947762,0.182,,,
2.333357819,2.164077819,0.183,,,
2.346325759,2.175200759,0.184,,,
2.359296579,2.186316579,0.185,,,
2.372270275,2.197425275,0.186,,,
2.385246844,2.208526844,0.187,,,
2.398226282,2.219621282,0.188,,,
2.411208586,2.230708586,0.189,,,
2.424193751,2.241788751,0.19,,,
2.437181775,2.252861775,0.191,,,
2.450172654,2.263927654,0.192,,,
2.463166384,2.274986384,0.193,,,
2.476162962,2.286037962,0.194,,,
2.489162385,2.297082385,0.195,,,
2.502164648,2.308119648,0.196,,,
2.515169749,2.319149749,0.197,,,
2.528177683,2.330172683,0.198,,,
2.541188447,2.341188447,0.199,,,
2.554202038,2.352197038,0.2,,,
2.567218453,2.363198453,0.201,,,
2.580237687,2.374192687,0.202,,,
2.593259736,2.385179736,0.203,,,
2.606284599,2.396159599,0.204,,,
2.61931227,2.40713227,0.205,,,
2.632342747,2.418097747,0.206,,,
2.645376026,2.429056026,0.207,,,
2.658412103,2.440007103,0.208,,,
2.671450975,2.450950975,0.209,,,
2.684492638,2.461887638,0.21,,,
2.697537089,2.472817089,0.211,,,
2.710584325,2.483739325,0.212,,,
2.723634341,2.494654341,0.213,,,
2.736687134,2.505562134,0.214,,,
2.7497427,2.5164627,0.215,,,
2.762801037,2.527356037,0.216,,,
2.775862141,2.538242141,0.217,,,
2.788926007,2.549121007,0.218,,,
2.801992633,2.559992633,0.219,,,
2.815062015,2.570857015,0.22,,,
2.828134149,2.581714149,0.221,,,
2.841209032,2.592564032,0.222,,,
2.854286661,2.603406661,0.223,,,
2.867367031,2.614242031,0.224,,,
2.88045014,2.62507014,0.225,,,
2.893535983,2.635890983,0.226,,,
2.906624558,2.646704558,0.227,,,
2.91971586,2.65751086,0.228,,,
2.932809886,2.668309886,0.229,,,
2.945906633,2.679101633,0.23,,,
2.959006097,2.689886097,0.231,,,
2.972108274,2.700663274,0.232,,,
2.985213162,2.711433162,0.233,,,
2.998320756,2.722195756,0.234,,,
3.011431053,2.732951053,0.235,,,
3.024544049,2.743699049,0.236,,,
3.037659741,2.754439741,0.237,,,
3.050778125,2.765173125,0.238,,,
3.063899198,2.775899198,0.239,,,
3.077022957,2.786617957,0.24,,,
3.090149397,2.797329397,0.241,,,
3.103278515,2.808033515,0.242,,,
3.116410308,2.818730308,0.243,,,
3.129544772,2.829419772,0.244,,,
3.142681903,2.840101903,0.245,,,
3.155821699,2.850776699,0.246,,,
3.168964155,2.861444155,0.247,,,
3.182109268,2.872104268,0.248,,,
3.195257034,2.882757034,0.249,,,
3.208407451,2.893402451,0.25,,,
3.221560513,2.904040513,0.251,,,
3.234716219,2.914671219,0.252,,,
3.247874564,2.925294564,0.253,,,
3.261035544,2.935910544,0.254,,,
3.274199157,2.946519157,0.255,,,
3.287365398,2.957120398,0.256,,,
3.300534265,2.967714265,0.257,,,
3.313705753,2.978300753,0.258,,,
3.326879859,2.988879859,0.259,,,
3.340056579,2.999451579,0.26,,,
3.353235911,3.010015911,0.261,,,
3.36641785,3.02057285,0.262,,,
3.379602393,3.031122393,0.263,,,
3.392789537,3.041664537,0.264,,,
3.405979277,3.052199277,0.265,,,
3.419171611,3.062726611,0.266,,,
3.432366534,3.073246534,0.267,,,
3.445564044,3.083759044,0.268,,,
3.458764136,3.094264136,0.269,,,
3.471966807,3.104761807,0.27,,,
3.485172054,3.115252054,0.271,,,
3.498379874,3.125734874,0.272,,,
3.511590262,3.136210262,0.273,,,
3.524803214,3.146678214,0.274,,,
3.538018729,3.157138729,0.275,,,
3.551236801,3.167591801,0.276,,,
3.564457428,3.178037428,0.277,,,
3.577680605,3.188475605,0.278,,,
3.59090633,3.19890633,0.279,,,
3.604134599,3.209329599,0.28,,,
3.617365408,3.219745408,0.281,,,
3.630598754,3.230153754,0.282,,,
3.643834633,3.240554633,0.283,,,
3.657073041,3.250948041,0.284,,,
3.670313976,3.261333976,0.285,,,
3.683557434,3.271712434,0.286,,,
3.69680341,3.28208341,0.287,,,
3.710051902,3.292446902,0.288,,,
3.723302906,3.302802906,0.289,,,
3.736556419,3.313151419,0.29,,,
3.749812436,3.323492436,0.291,,,
3.763070955,3.333825955,0.292,,,
3.776331971,3.344151971,0.293,,,
3.789595482,3.354470482,0.294,,,
3.802861484,3.364781484,0.295,,,
3.816129973,3.375084973,0.296,,,
3.829400946,3.385380946,0.297,,,
3.842674399,3.395669399,0.298,,,
3.855950328,3.405950328,0.299,,,
3.869228731,3.416223731,0.3,,,
3.882509603,3.426489603,0.301,,,
3.895792941,3.436747941,0.302,,,
3.909078742,3.446998742,0.303,,,
3.922367002,3.457242002,0.304,,,
3.935657717,3.467477717,0.305,,,
3.948950884,3.477705884,0.306,,,
3.962246499,3.487926499,0.307,,,
3.975544559,3.498139559,0.308,,,
3.988845061,3.508345061,0.309,,,
4.002148,3.518543,0.31,,,
4.015453374,3.528733374,0.311,,,
4.028761178,3.538916178,0.312,,,
4.042071409,3.549091409,0.313,,,
4.055384064,3.559259064,0.314,,,
4.068699139,3.569419139,0.315,,,
4.08201663,3.57957163,0.316,,,
4.095336535,3.589716535,0.317,,,
4.108658849,3.599853849,0.318,,,
4.121983569,3.609983569,0.319,,,
4.135310691,3.620105691,0.32,,,
4.148640212,3.630220212,0.321,,,
4.161972129,3.640327129,0.322,,,
4.175306437,3.650426437,0.323,,,
4.188643133,3.660518133,0.324,,,
4.201982215,3.670602215,0.325,,,
4.215323677,3.680678677,0.326,,,
4.228667517,3.690747517,0.327,,,
4.242013731,3.700808731,0.328,,,
4.255362316,3.710862316,0.329,,,
4.268713268,3.720908268,0.33,,,
4.282066583,3.730946583,0.331,,,
4.295422258,3.740977258,0.332,,,
4.30878029,3.75100029,0.333,,,
4.322140675,3.761015675,0.334,,,
4.335503408,3.771023408,0.335,,,
4.348868488,3.781023488,0.336,,,
4.36223591,3.79101591,0.337,,,
4.375605671,3.801000671,0.338,,,
4.388977767,3.810977767,0.339,,,
4.402352195,3.820947195,0.34,,,
4.415728951,3.830908951,0.341,,,
4.429108031,3.840863031,0.342,,,
4.442489433,3.850809433,0.343,,,
4.455873152,3.860748152,0.344,,,
4.469259185,3.870679185,0.345,,,
4.482647529,3.880602529,0.346,,,
4.496038179,3.890518179,0.347,,,
4.509431133,3.900426133,0.348,,,
4.522826387,3.910326387,0.349,,,
4.536223937,3.920218937,0.35,,,
4.54962378,3.93010378,0.351,,,
4.563025912,3.939980912,0.352,,,
4.57643033,3.94985033,0.353,,,
4.58983703,3.95971203,0.354,,,
4.603246009,3.969566009,0.355,,,
4.616657263,3.979412263,0.356,,,
4.630070788,3.989250788,0.357,,,
4.643486582,3.999081582,0.358,,,
4.65690464,4.00890464,0.359,,,
4.670324959,4.018719959,0.36,,,
4.683747535,4.028527535,0.361,,,
4.697172365,4.038327365,0.362,,,
4.710599446,4.048119446,0.363,,,
4.724028773,4.057903773,0.364,,,
4.737460344,4.067680344,0.365,,,
4.750894155,4.077449155,0.366,,,
4.764330202,4.087210202,0.367,,,
4.777768481,4.096963481,0.368,,,
4.79120899,4.10670899,0.369,,,
4.804651724,4.116446724,0.37,,,
4.81809668,4.12617668,0.371,,,
4.831543855,4.135898855,0.372,,,
4.844993245,4.145613245,0.373,,,
4.858444846,4.155319846,0.374,,,
4.871898656,4.165018656,0.375,,,
4.885354669,4.174709669,0.376,,,
4.898812884,4.184392884,0.377,,,
4.912273296,4.194068296,0.378,,,
4.925735902,4.203735902,0.379,,,
4.939200698,4.213395698,0.38,,,
4.95266768,4.22304768,0.381,,,
4.966136846,4.232691846,0.382,,,
4.979608192,4.242328192,0.383,,,
4.993081713,4.251956713,0.384,,,
5.006557408,4.261577408,0.385,,,
5.020035271,4.271190271,0.386,,,
5.0335153,4.2807953,0.387,,,
5.046997491,4.290392491,0.388,,,
5.06048184,4.29998184,0.389,,,
5.073968344,4.309563344,0.39,,,
5.087456999,4.319136999,0.391,,,
5.100947803,4.328702803,0.392,,,
5.114440751,4.338260751,0.393,,,
5.127935839,4.347810839,0.394,,,
5.141433065,4.357353065,0.395,,,
5.154932424,4.366887424,0.396,,,
5.168433913,4.376413913,0.397,,,
5.18193753,4.38593253,0.398,,,
5.195443269,4.395443269,0.399,,,
5.208951128,4.404946128,0.4,,,
5.222461102,4.414441102,0.401,,,
5.23597319,4.42392819,0.402,,,
5.249487386,4.433407386,0.403,,,
5.263003688,4.442878688,0.404,,,
5.276522091,4.452342091,0.405,,,
5.290042593,4.461797593,0.406,,,
5.30356519,4.47124519,0.407,,,
5.317089877,4.480684877,0.408,,,
5.330616653,4.490116653,0.409,,,
5.344145513,4.499540513,0.41,,,
5.357676453,4.508956453,0.411,,,
5.371209471,4.518364471,0.412,,,
5.384744562,4.527764562,0.413,,,
5.398281724,4.537156724,0.414,,,
5.411820951,4.546540951,0.415,,,
5.425362242,4.555917242,0.416,,,
5.438905592,4.565285592,0.417,,,
5.452450999,4.574645999,0.418,,,
5.465998457,4.583998457,0.419,,,
5.479547965,4.593342965,0.42,,,
5.493099517,4.602679517,0.421,,,
5.506653112,4.612008112,0.422,,,
5.520208744,4.621328744,0.423,,,
5.533766412,4.630641412,0.424,,,
5.54732611,4.63994611,0.425,,,
5.560887836,4.649242836,0.426,,,
5.574451587,4.658531587,0.427,,,
5.588017357,4.667812357,0.428,,,
5.601585145,4.677085145,0.429,,,
5.615154947,4.686349947,0.43,,,
5.628726758,4.695606758,0.431,,,
5.642300576,4.704855576,0.432,,,
5.655876396,4.714096396,0.433,,,
5.669454216,4.723329216,0.434,,,
5.683034032,4.732554032,0.435,,,
5.69661584,4.74177084,0.436,,,
5.710199637,4.750979637,0.437,,,
5.723785419,4.760180419,0.438,,,
5.737373182,4.769373182,0.439,,,
5.750962924,4.778557924,0.44,,,
5.76455464,4.78773464,0.441,,,
5.778148328,4.796903328,0.442,,,
5.791743983,4.806063983,0.443,,,
5.805341602,4.815216602,0.444,,,
5.818941181,4.824361181,0.445,,,
5.832542717,4.833497717,0.446,,,
5.846146207,4.842626207,0.447,,,
5.859751646,4.851746646,0.448,,,
5.873359032,4.860859032,0.449,,,
5.886968361,4.869963361,0.45,,,
5.900579629,4.879059629,0.451,,,
5.914192832,4.888147832,0.452,,,
5.927807968,4.897227968,0.453,,,
5.941425032,4.906300032,0.454,,,
5.955044022,4.915364022,0.455,,,
5.968664933,4.924419933,0.456,,,
5.982287762,4.933467762,0.457,,,
5.995912505,4.942507505,0.458,,,
6.00953916,4.95153916,0.459,,,
6.023167722,4.960562722,0.46,,,
6.036798187,4.969578187,0.461,,,
6.050430554,4.978585554,0.462,,,
6.064064817,4.987584817,0.463,,,
6.077700973,4.996575973,0.464,,,
6.091339019,5.005559019,0.465,,,
6.104978951,5.014533951,0.466,,,
6.118620766,5.023500766,0.467,,,
6.13226446,5.03245946,0.468,,,
6.145910029,5.041410029,0.469,,,
6.159557471,5.050352471,0.47,,,
6.173206781,5.059286781,0.471,,,
6.186857956,5.068212956,0.472,,,
6.200510993,5.077130993,0.473,,,
6.214165888,5.086040888,0.474,,,
6.227822637,5.094942637,0.475,,,
6.241481236,5.103836236,0.476,,,
6.255141683,5.112721683,0.477,,,
6.268803974,5.121598974,0.478,,,
6.282468106,5.130468106,0.479,,,
6.296134073,5.139329073,0.48,,,
6.309801874,5.148181874,0.481,,,
6.323471505,5.157026505,0.482,,,
6.337142962,5.165862962,0.483,,,
6.350816241,5.174691241,0.484,,,
6.36449134,5.18351134,0.485,,,
6.378168253,5.192323253,0.486,,,
6.391846979,5.201126979,0.487,,,
6.405527514,5.209922514,0.488,,,
6.419209853,5.218709853,0.489,,,
6.432893993,5.227488993,0.49,,,
6.446579931,5.236259931,0.491,,,
6.460267664,5.245022664,0.492,,,
6.473957187,5.253777187,0.493,,,
6.487648498,5.262523498,0.494,,,
6.501341592,5.271261592,0.495,,,
6.515036467,5.279991467,0.496,,,
6.528733118,5.288713118,0.497,,,
6.542431542,5.297426542,0.498,,,
6.556131735,5.306131735,0.499,,,
6.569833695,5.314828695,0.5,,,
6.583537417,5.323517417,0.501,,,
6.597242898,5.332197898,0.502,,,
6.610950134,5.340870134,0.503,,,
6.624659122,5.349534122,0.504,,,
6.638369859,5.358189859,0.505,,,
6.65208234,5.36683734,0.506,,,
6.665796563,5.375476563,0.507,,,
6.679512523,5.384107523,0.508,,,
6.693230218,5.392730218,0.509,,,
6.706949643,5.401344643,0.51,,,
6.720670795,5.409950795,0.511,,,
6.734393671,5.418548671,0.512,,,
6.748118267,5.427138267,0.513,,,
6.761844579,5.435719579,0.514,,,
6.775572604,5.444292604,0.515,,,
6.789302339,5.452857339,0.516,,,
6.80303378,5.46141378,0.517,,,
6.816766923,5.469961923,0.518,,,
6.830501765,5.478501765,0.519,,,
6.844238302,5.487033302,0.52,,,
6.857976531,5.495556531,0.521,,,
6.871716448,5.504071448,0.522,,,
6.885458049,5.512578049,0.523,,,
6.899201332,5.521076332,0.524,,,
6.912946293,5.529566293,0.525,,,
6.926692927,5.538047927,0.526,,,
6.940441233,5.546521233,0.527,,,
6.954191205,5.554986205,0.528,,,
6.96794284,5.56344284,0.529,,,
6.981696136,5.571891136,0.53,,,
6.995451088,5.580331088,0.531,,,
7.009207693,5.588762693,0.532,,,
7.022965947,5.597185947,0.533,,,
7.036725847,5.605600847,0.534,,,
7.050487389,5.614007389,0.535,,,
7.06425057,5.62240557,0.536,,,
7.078015386,5.630795386,0.537,,,
7.091781834,5.639176834,0.538,,,
7.105549909,5.647549909,0.539,,,
7.11931961,5.65591461,0.54,,,
7.133090931,5.664270931,0.541,,,
7.14686387,5.67261887,0.542,,,
7.160638423,5.680958423,0.543,,,
7.174414587,5.689289587,0.544,,,
7.188192357,5.697612357,0.545,,,
7.20197173,5.70592673,0.546,,,
7.215752704,5.714232704,0.547,,,
7.229535274,5.722530274,0.548,,,
7.243319436,5.730819436,0.549,,,
7.257105188,5.739100188,0.55,,,
7.270892525,5.747372525,0.551,,,
7.284681445,5.755636445,0.552,,,
7.298471943,5.763891943,0.553,,,
7.312264016,5.772139016,0.554,,,
7.326057661,5.780377661,0.555,,,
7.339852874,5.788607874,0.556,,,
7.353649651,5.796829651,0.557,,,
7.36744799,5.80504299,0.558,,,
7.381247885,5.813247885,0.559,,,
7.395049335,5.821444335,0.56,,,
7.408852335,5.829632335,0.561,,,
7.422656881,5.837811881,0.562,,,
7.436462971,5.845982971,0.563,,,
7.450270601,5.854145601,0.564,,,
7.464079767,5.862299767,0.565,,,
7.477890465,5.870445465,0.566,,,
7.491702693,5.878582693,0.567,,,
7.505516446,5.886711446,0.568,,,
7.519331721,5.894831721,0.569,,,
7.533148515,5.902943515,0.57,,,
7.546966824,5.911046824,0.571,,,
7.560786644,5.919141644,0.572,,,
7.574607972,5.927227972,0.573,,,
7.588430804,5.935305804,0.574,,,
7.602255137,5.943375137,0.575,,,
7.616080968,5.951435968,0.576,,,
7.629908292,5.959488292,0.577,,,
7.643737107,5.967532107,0.578,,,
7.657567408,5.975567408,0.579,,,
7.671399193,5.983594193,0.58,,,
7.685232457,5.991612457,0.581,,,
7.699067197,5.999622197,0.582,,,
7.712903409,6.007623409,0.583,,,
7.726741091,6.015616091,0.584,,,
7.740580238,6.023600238,0.585,,,
7.754420847,6.031575847,0.586,,,
7.768262915,6.039542915,0.587,,,
7.782106437,6.047501437,0.588,,,
7.795951411,6.055451411,0.589,,,
7.809797832,6.063392832,0.59,,,
7.823645698,6.071325698,0.591,,,
7.837495005,6.079250005,0.592,,,
7.851345748,6.087165748,0.593,,,
7.865197926,6.095072926,0.594,,,
7.879051533,6.102971533,0.595,,,
7.892906567,6.110861567,0.596,,,
7.906763024,6.118743024,0.597,,,
7.920620901,6.126615901,0.598,,,
7.934480193,6.134480193,0.599,,,
7.948340899,6.142335899,0.6,,,
7.962203013,6.150183013,0.601,,,
7.976066532,6.158021532,0.602,,,
7.989931453,6.165851453,0.603,,,
8.003797773,6.173672773,0.604,,,
8.017665487,6.181485487,0.605,,,
8.031534592,6.189289592,0.606,,,
8.045405085,6.197085085,0.607,,,
8.059276963,6.204871963,0.608,,,
8.073150221,6.212650221,0.609,,,
8.087024856,6.220419856,0.61,,,
8.100900864,6.228180864,0.611,,,
8.114778243,6.235933243,0.612,,,
8.128656988,6.243676988,0.613,,,
8.142537096,6.251412096,0.614,,,
8.156418564,6.259138564,0.615,,,
8.170301387,6.266856387,0.616,,,
8.184185563,6.274565563,0.617,,,
8.198071087,6.282266087,0.618,,,
8.211957957,6.289957957,0.619,,,
8.225846169,6.297641169,0.62,,,
8.239735718,6.305315718,0.621,,,
8.253626603,6.312981603,0.622,,,
8.267518818,6.320638818,0.623,,,
8.281412361,6.328287361,0.624,,,
8.295307229,6.335927229,0.625,,,
8.309203416,6.343558416,0.626,,,
8.323100921,6.351180921,0.627,,,
8.336999739,6.358794739,0.628,,,
8.350899867,6.366399867,0.629,,,
8.364801301,6.373996301,0.63,,,
8.378704039,6.381584039,0.631,,,
8.392608075,6.389163075,0.632,,,
8.406513408,6.396733408,0.633,,,
8.420420032,6.404295032,0.634,,,
8.434327945,6.411847945,0.635,,,
8.448237144,6.419392144,0.636,,,
8.462147624,6.426927624,0.637,,,
8.476059382,6.434454382,0.638,,,
8.489972415,6.441972415,0.639,,,
8.503886719,6.449481719,0.64,,,
8.51780229,6.45698229,0.641,,,
8.531719125,6.464474125,0.642,,,
8.545637221,6.471957221,0.643,,,
8.559556573,6.479431573,0.644,,,
8.573477179,6.486897179,0.645,,,
8.587399035,6.494354035,0.646,,,
